TF_name	Observed_ChIP_num	Predicted_ChIP_num_median
0	0.3010299956639812	1.4318213
1	0.6989700043360189	0.80509454
2	2.943988875073772	1.4393859
3	1.6901960800285136	1.0186365
4	0.4771212547196624	1.097489
5	1.6901960800285136	0.5888914
6	0.3010299956639812	0.27216634
7	1.414973347970818	0.6498913
8	1.255272505103306	0.90480095
9	0.3010299956639812	0.32459474
10	0.3010299956639812	0.46172222
11	1.230448921378274	1.311648
12	1.505149978319906	1.1568859
13	0.6989700043360189	0.7111999
14	0.9542425094393248	0.9018622
15	1.3979400086720375	1.1298187
16	0.0	1.3013077
17	1.568201724066995	1.0903991
18	0.6020599913279624	0.9182444
19	1.2787536009528289	0.91313106
20	0.6989700043360189	0.56533396
21	1.0413926851582251	1.5315757
22	0.9542425094393248	0.72844976
23	0.3010299956639812	0.6646491
24	0.4771212547196624	0.8534823
25	0.9030899869919436	1.0649755
26	0.0	0.39614463
27	0.8450980400142568	0.79673517
28	0.0	1.0074695
29	0.4771212547196624	0.6203325
30	0.3010299956639812	0.84830904
31	0.9542425094393248	0.47119957
32	1.5563025007672873	0.79655164
33	1.0413926851582251	1.0636778
34	0.0	0.45059156
35	1.0	1.1336718
36	2.0	1.1380243
37	0.9542425094393248	0.7686702
38	0.4771212547196624	0.60771126
39	0.3010299956639812	0.5026451
40	1.230448921378274	0.8005607
41	0.0	1.0072694
42	0.6020599913279624	0.5097843
43	0.0	0.90695184
44	0.3010299956639812	0.44342202
45	0.3010299956639812	0.78306794
46	1.7781512503836436	1.0144799
47	0.6020599913279624	1.1561143
48	1.7781512503836436	1.8861551
49	0.0	0.28233692
50	0.4771212547196624	0.37853932
51	0.6020599913279624	0.9843598
52	0.3010299956639812	0.5781039
53	1.0	0.69271034
54	0.3010299956639812	0.7012495
55	0.6989700043360189	0.8987512
56	0.6989700043360189	0.7568085
57	0.4771212547196624	0.49563682
58	1.5440680443502757	0.8750907
59	0.0	0.65780115
60	1.0	1.0655996
61	0.3010299956639812	1.2214
62	1.230448921378274	0.95051074
63	0.3010299956639812	0.54476476
64	0.9030899869919436	1.3145459
65	1.230448921378274	1.2366995
66	1.5185139398778875	1.0713711
67	0.0	0.595343
68	0.3010299956639812	0.80033445
69	1.6532125137753435	1.3293362
70	0.0	0.8277112
71	0.3010299956639812	1.0945094
72	0.9542425094393248	0.87051034
73	0.9030899869919436	0.44603223
74	0.6020599913279624	0.5326281
75	1.380211241711606	0.5326841
76	0.6020599913279624	1.0325189
77	1.7708520116421442	1.4302564
78	0.4771212547196624	0.53257895
79	0.3010299956639812	0.91368896
80	1.230448921378274	0.49582633
81	0.3010299956639812	0.46727097
82	0.0	0.4164483
83	0.7781512503836436	1.0557091
84	0.0	0.36227503
85	0.8450980400142568	0.12719317
86	1.146128035678238	0.36012417
87	1.6720978579357175	1.5293958
88	0.0	0.20969631
89	0.6020599913279624	1.2303793
90	0.0	0.59172773
91	0.0	0.75006443
92	0.7781512503836436	0.5912477
93	0.9030899869919436	0.26718736
94	2.03342375548695	1.5541292
95	0.3010299956639812	0.591223
96	3.04296907339318	1.1008387
97	1.1139433523068367	0.96142554
98	0.7781512503836436	0.4945767
99	0.7781512503836436	0.6635052
100	1.6720978579357175	0.9829706
101	1.0791812460476249	0.4338382
102	0.3010299956639812	0.16884714
103	0.6989700043360189	0.60515314
104	0.0	0.50446963
105	0.4771212547196624	1.2667644
106	0.6989700043360189	1.0833501
107	0.0	0.11409815
108	1.0413926851582251	0.9929022
109	2.3096301674258988	0.96677375
110	0.0	0.627778
111	1.146128035678238	0.46348116
112	0.0	0.75337833
113	1.1760912590556811	0.9882945
114	0.7781512503836436	0.65876937
115	1.5440680443502757	1.3613279
116	1.3617278360175928	1.7565732
117	1.9084850188786495	0.9980024
118	0.3010299956639812	0.8912292
119	1.7323937598229686	1.3719636
120	0.0	0.5670027
121	1.5563025007672873	0.60683954
122	0.3010299956639812	0.71117455
123	0.6020599913279624	0.7764295
124	0.9542425094393248	0.85010225
125	0.6989700043360189	0.9593872
126	2.071882007306125	1.0183004
127	1.8920946026904804	1.4054397
128	2.187520720836463	1.4401151
129	1.57978359661681	0.98654157
130	1.0413926851582251	0.7716242
131	0.6020599913279624	0.43661156
132	0.0	1.1256441
133	0.6989700043360189	0.71396816
134	2.4578818967339924	0.9852868
135	0.6020599913279624	0.29866287
136	1.146128035678238	0.8148799
137	1.1760912590556811	0.8980248
138	0.3010299956639812	0.45531812
139	1.146128035678238	1.3273584
140	1.7993405494535817	1.1490479
141	1.7853298350107671	0.81235456
142	1.1139433523068367	0.94672716
143	1.9395192526186185	1.6108778
144	0.9542425094393248	0.5821755
145	1.2041199826559248	0.50968033
146	0.0	0.49648383
147	0.6989700043360189	0.64260656
148	0.0	0.52732694
149	0.6020599913279624	0.46103764
150	1.2041199826559248	0.92647713
151	1.568201724066995	0.75861263
152	0.8450980400142568	0.2867643
153	1.0	0.59465873
154	0.6020599913279624	0.703163
155	0.3010299956639812	0.7702242
156	0.9030899869919436	0.62778354
157	0.3010299956639812	0.2627371
158	0.0	0.5589676
159	0.0	0.12129425
160	0.0	0.6603266
161	0.0	0.381698
162	0.0	0.23247932
163	0.3010299956639812	0.379405
164	0.0	0.26718575
165	0.0	0.24245341
166	0.6989700043360189	0.40873498
167	0.4771212547196624	0.15771967
168	0.0	0.24700825
169	0.3010299956639812	0.20520166
170	0.4771212547196624	0.18992722
171	0.0	0.25218314
172	0.0	0.2775675
173	0.3010299956639812	0.07464455
174	0.0	0.43780428
175	0.6020599913279624	0.7847634
176	2.012837224705172	1.2245615
177	1.380211241711606	0.4968717
178	1.0	0.90421456
179	0.0	0.8282602
180	0.0	0.45055544
181	0.0	0.5783142
182	0.0	1.6605942
183	1.57978359661681	0.7686558
184	0.3010299956639812	0.5175246
185	0.0	0.9995271
186	0.0	0.30443442
187	0.7781512503836436	0.6956043
188	0.9030899869919436	1.0309075
189	1.2787536009528289	1.3056198
190	0.4771212547196624	0.67223054
191	1.2787536009528289	0.7548324
192	1.5314789170422551	0.9926044
193	0.9030899869919436	0.94462025
194	0.9030899869919436	0.6094817
195	1.3979400086720375	0.88396007
196	2.0170333392987803	1.791841
197	1.6901960800285136	0.94826996
198	1.944482672150169	1.2768275
199	1.8864907251724816	0.88623935
200	0.6020599913279624	0.2838575
201	0.9030899869919436	0.6717701
202	1.1139433523068367	0.38720065
203	0.6020599913279624	0.56834346
204	0.6020599913279624	0.6177038
205	1.6127838567197357	0.9813977
206	1.5314789170422551	1.2479788
207	0.4771212547196624	1.0019617
208	0.0	0.9128201
209	1.806179973983887	0.9628933
210	0.9030899869919436	0.5997256
211	0.0	0.6677016
212	1.4471580313422192	0.9698604
213	0.9030899869919436	0.94498193
214	0.3010299956639812	0.35215825
215	1.3979400086720375	1.1865158
216	0.4771212547196624	0.99071705
217	0.9542425094393248	0.9302647
218	0.8450980400142568	0.5585527
219	1.0413926851582251	0.9346445
220	1.4913616938342726	0.7193427
221	0.0	0.54208374
222	0.9030899869919436	0.7095566
223	0.3010299956639812	0.70295537
224	1.4471580313422192	1.2098448
225	1.1139433523068367	0.9305059
226	1.5314789170422551	0.76440823
227	1.2041199826559248	0.59063655
228	0.3010299956639812	0.5937494
229	0.4771212547196624	1.1178176
230	0.6020599913279624	0.5544214
231	0.4771212547196624	0.5177392
232	0.0	0.22141735
233	0.6020599913279624	0.6379911
234	0.9030899869919436	0.481927
235	1.5185139398778875	1.2223613
236	0.0	0.38655865
237	1.0413926851582251	1.0011641
238	1.9084850188786495	1.0383024
239	0.0	0.16765827
240	0.0	0.11476601
241	1.0	0.9671993
242	1.230448921378274	0.8393625
243	0.6989700043360189	0.48980108
244	0.6020599913279624	0.63007444
245	0.6020599913279624	0.682117
246	0.7781512503836436	1.0347202
247	0.7781512503836436	0.67029756
248	1.1139433523068367	0.70598346
249	0.0	0.2199918
250	0.7781512503836436	0.95204794
251	0.9030899869919436	1.049111
252	0.0	0.67669296
253	1.4313637641589874	1.474508
254	0.0	0.5091374
255	0.6989700043360189	0.58095586
256	1.568201724066995	1.1372198
257	0.7781512503836436	1.2043375
258	0.0	1.2213539
259	1.0413926851582251	0.72533
260	0.0	0.661315
261	0.0	0.25078356
262	0.0	0.32977444
263	0.4771212547196624	0.71702504
264	0.4771212547196624	0.45400596
265	0.3010299956639812	0.7364646
266	0.0	0.7731244
267	1.4913616938342726	1.2374772
268	0.3010299956639812	1.2355174
269	0.0	0.47928187
270	0.0	0.33533853
271	1.505149978319906	0.8165705
272	0.8450980400142568	0.8415097
273	0.0	0.8922841
274	0.6989700043360189	0.38077497
275	0.3010299956639812	0.78596723
276	1.4471580313422192	0.44883877
277	0.4771212547196624	0.8985206
278	1.1760912590556811	0.9455564
279	0.6020599913279624	1.0679358
280	0.0	0.5645071
281	1.0413926851582251	0.9547258
282	0.0	0.4745482
283	0.6989700043360189	0.5635756
284	0.3010299956639812	0.73229736
285	1.2041199826559248	0.5679543
286	0.0	0.41985795
287	2.2174839442139063	1.1836423
288	0.3010299956639812	0.7091577
289	0.0	0.74813163
290	0.0	0.24721068
291	0.0	0.71263564
292	0.4771212547196624	0.5387456
293	1.1139433523068367	1.3189342
294	0.3010299956639812	0.7369817
295	1.255272505103306	0.5713504
296	0.6020599913279624	0.49834287
297	0.9030899869919436	0.35899407
298	1.5185139398778875	0.94919133
299	1.3617278360175928	0.55110914
300	1.6434526764861874	0.91554475
301	2.3242824552976926	0.99818635
302	0.8450980400142568	0.6844639
303	1.0	0.68086076
304	1.2041199826559248	0.6500358
305	1.0	0.6767778
306	0.9030899869919436	0.8090694
307	0.6020599913279624	0.8981367
308	0.0	0.47597516
309	0.0	0.41058797
310	0.0	0.79384905
311	0.9542425094393248	1.0069382
312	0.6989700043360189	0.4832282
313	0.0	0.38982046
314	1.6232492903979006	1.6775225
315	0.3010299956639812	1.2007114
316	1.3617278360175928	0.9143556
317	0.8450980400142568	0.61558014
318	1.0	0.8679677
319	0.3010299956639812	0.8561199
320	0.0	0.55090594
321	0.9542425094393248	0.6641901
322	1.0413926851582251	0.8447727
323	2.431363764158988	1.3976169
324	0.9030899869919436	0.8110188
325	0.0	0.9157147
326	1.2787536009528289	0.5795007
327	2.008600171761917	0.9861301
328	0.3010299956639812	0.30328518
329	0.9030899869919436	0.31153774
330	0.7781512503836436	0.8633464
331	0.0	0.3812966
332	2.110589710299249	0.8961855
333	0.3010299956639812	0.76711917
334	0.4771212547196624	0.7799635
335	0.6989700043360189	1.0228014
336	0.0	0.9561425
337	1.4913616938342726	1.4143993
338	0.3010299956639812	0.50067085
339	0.0	0.8640338
340	0.3010299956639812	0.39240888
341	0.8450980400142568	0.90920424
342	1.2041199826559248	0.42942673
343	0.3010299956639812	0.70158166
344	0.3010299956639812	0.43835002
345	0.3010299956639812	0.7829366
346	0.3010299956639812	0.3449002
347	0.0	0.44260707
348	0.9030899869919436	0.817181
349	0.7781512503836436	0.89861524
350	0.0	0.55016255
351	0.3010299956639812	0.67485225
352	0.0	0.6330122
353	1.4471580313422192	1.1498249
354	2.419955748489758	1.3693652
355	1.6532125137753435	1.1484418
356	1.869231719730976	1.2480397
357	1.0	1.0761025
358	0.3010299956639812	0.7770337
359	1.0413926851582251	0.69711745
360	0.3010299956639812	1.2269831
361	0.3010299956639812	0.21475405
362	0.4771212547196624	0.30434138
363	0.6989700043360189	0.44506508
364	0.3010299956639812	0.5628866
365	0.9542425094393248	0.85851514
366	1.9084850188786495	1.3670912
367	0.4771212547196624	1.2222838
368	1.3617278360175928	1.5003656
369	0.6989700043360189	1.0596021
370	1.462397997898956	1.358584
371	0.4771212547196624	0.4376583
372	0.0	0.6358415
373	2.2648178230095364	1.1029584
374	0.6989700043360189	1.3395882
375	1.2041199826559248	0.7019404
376	1.3979400086720375	1.1443754
377	0.3010299956639812	0.6870593
378	0.3010299956639812	0.47078598
379	1.1139433523068367	0.6333846
380	1.5314789170422551	0.64634866
381	1.6989700043360187	1.0420518
382	0.9030899869919436	0.8388232
383	2.161368002234975	1.1188205
384	1.0	0.80788684
385	1.4913616938342726	0.9593819
386	1.0791812460476249	1.1138855
387	0.0	0.7971661
388	1.146128035678238	0.9328039
389	0.6020599913279624	0.64036596
390	1.3010299956639813	1.2707989
391	0.3010299956639812	0.47161606
392	0.4771212547196624	0.67215705
393	1.8129133566428557	1.0378056
394	0.6020599913279624	0.7753095
395	1.0	1.0173686
396	0.3010299956639812	0.478285
397	1.3010299956639813	1.1851472
398	1.0791812460476249	1.3828707
399	1.1139433523068367	0.9395621
400	1.1760912590556811	0.6807424
401	1.4771212547196624	1.4439013
402	1.1139433523068367	1.3376878
403	1.230448921378274	0.6623342
404	0.9542425094393248	0.5596495
405	0.6020599913279624	0.8834612
406	0.6989700043360189	0.72686195
407	0.0	0.7136376
408	1.5563025007672873	0.61887795
409	0.7781512503836436	0.8697182
410	0.6020599913279624	0.5483447
411	0.9542425094393248	0.7987687
412	0.0	0.4527321
413	0.9030899869919436	1.1981323
414	1.3010299956639813	0.6063796
415	1.5563025007672873	1.4267513
416	1.2041199826559248	0.8803309
417	2.439332693830263	1.6227465
418	1.0413926851582251	1.1768112
419	0.6020599913279624	1.470959
420	1.230448921378274	0.84552884
421	1.3222192947339193	0.87754816
422	1.2041199826559248	0.6784423
423	0.9030899869919436	0.69971216
424	1.0	1.0494382
425	0.3010299956639812	0.57782465
426	0.3010299956639812	0.66772795
427	1.0791812460476249	0.6184608
428	0.3010299956639812	0.51571363
429	0.8450980400142568	0.82690215
430	1.0791812460476249	0.8159598
431	1.2041199826559248	0.50933576
432	1.5563025007672873	0.99100083
433	1.7323937598229686	1.4526039
434	0.0	0.67956233
435	0.3010299956639812	1.3332843
436	0.0	0.70028013
437	1.255272505103306	0.7553215
438	0.7781512503836436	0.6633364
439	0.0	1.4710191
440	0.6989700043360189	0.6324258
441	0.3010299956639812	0.97084177
442	1.3222192947339193	0.6374025
443	0.8450980400142568	0.45119855
444	0.3010299956639812	0.3265691
445	0.0	0.4439362
446	0.0	0.3742865
447	1.2787536009528289	0.38358948
448	0.6989700043360189	1.0197716
449	1.0	0.9117791
450	0.3010299956639812	0.35983452
451	0.0	0.21355484
452	0.3010299956639812	0.42917135
453	1.1139433523068367	0.9307358
454	0.6020599913279624	0.5106911
455	0.9542425094393248	0.86200583
456	0.6020599913279624	0.28456134
457	0.3010299956639812	0.8458554
458	0.3010299956639812	0.6786635
459	0.7781512503836436	1.0252552
460	0.9542425094393248	0.304651
461	0.0	0.75707245
462	1.8388490907372552	0.75126874
463	0.3010299956639812	0.85143596
464	1.591064607026499	0.6286288
465	0.3010299956639812	0.77609515
466	0.3010299956639812	0.32624444
467	0.3010299956639812	0.9570954
468	0.0	0.7133858
469	0.6020599913279624	0.34315336
470	1.5185139398778875	1.3193465
471	1.0	0.6154461
472	1.944482672150169	1.2489358
473	1.8512583487190752	1.5685456
474	0.3010299956639812	0.7207899
475	1.3222192947339193	0.90736043
476	0.0	0.5781553
477	0.9030899869919436	0.40737334
478	0.3010299956639812	0.973612
479	0.6989700043360189	0.82330835
480	0.9030899869919436	0.84016967
481	0.3010299956639812	0.47714874
482	0.0	0.31619143
483	0.0	0.9399526
484	0.6989700043360189	0.69179845
485	0.4771212547196624	0.49844444
486	0.4771212547196624	0.8340852
487	1.0	0.6896713
488	1.380211241711606	0.9898332
489	0.6989700043360189	0.7632735
490	1.8195439355418688	1.4347382
491	1.3979400086720375	1.2194164
